id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
utt1xd91hj,2014-06-09,20140609174217,,MALE,25.0,facebook,0,fi,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,NDF
l7demw806s,2014-06-24,20140624010629,,MALE,53.0,facebook,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
f0jdvzmf7z,2012-08-30,20120830182253,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
q3hy9p485p,2012-07-15,20120715181102,,MALE,,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Opera,NDF
0lunwtampd,2013-12-17,20131217054329,,FEMALE,22.0,facebook,0,en,seo,facebook,linked,Web,Android Tablet,IE,NDF
hdtmqlrhag,2012-09-17,20120917181521,,FEMALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
h3x0nti6rw,2014-05-22,20140522054359,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
vaio2q2ico,2013-04-11,20130411011441,,-unknown-,,basic,24,en,direct,direct,,Moweb,Other/Unknown,-unknown-,NDF
y9oquu5vye,2014-06-08,20140608101915,,MALE,26.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
35g086yfe3,2013-01-29,20130129014723,,FEMALE,40.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
l85dj94had,2012-10-01,20121001202134,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
hnmibdm161,2014-02-17,20140217183551,,FEMALE,29.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
78jyci11sy,2014-06-15,20140615201741,,-unknown-,,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,NDF
8xvxkana89,2013-07-15,20130715225254,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
2lp4atjr3p,2013-04-15,20130415074346,,MALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
cwfevh8nlt,2014-03-14,20140314050914,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
67zw6oqc1f,2010-09-28,20100928030010,,-unknown-,34.0,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
2uduhwz3zi,2012-02-05,20120205142916,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
obawrpiro5,2012-04-13,20120413093955,,FEMALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
e51wn5muvf,2014-02-22,20140222033839,,MALE,52.0,facebook,0,en,remarketing,google,untracked,Web,Mac Desktop,Chrome,NDF
08danggtim,2013-03-17,20130317172031,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Chrome Mobile,NDF
mbv6b51cpr,2014-05-17,20140517174957,,-unknown-,41.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
m97uaq9n4x,2013-03-17,20130317085002,,FEMALE,45.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
7rw5cqfwge,2012-07-24,20120724042408,,FEMALE,46.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
lb29jkxuiy,2012-07-25,20120725185824,,-unknown-,,basic,3,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
6isje955fz,2014-02-16,20140216002525,,FEMALE,45.0,facebook,12,en,api,other,omg,iOS,Mac Desktop,Firefox,NDF
yp52cnvksv,2012-09-27,20120927051114,,FEMALE,38.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
pqlo8j8cxz,2012-12-29,20121229013110,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
f8zei8imyn,2014-03-26,20140326034455,,-unknown-,,basic,0,de,direct,direct,linked,Web,Windows Desktop,IE,NDF
qxr0fjbnkz,2013-02-12,20130212002541,,MALE,66.0,facebook,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,IE,NDF
9rgyhaiyv0,2013-12-06,20131206172547,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
1bx7zycjcm,2014-02-15,20140215211820,,-unknown-,,basic,24,en,direct,direct,untracked,Moweb,iPhone,-unknown-,NDF
rtpjsrv08y,2012-07-09,20120709034718,,FEMALE,25.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
bse38rgqdz,2014-06-13,20140613031834,,MALE,56.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
dejvpeo3sq,2012-08-03,20120803032214,,FEMALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
7pn4upm22e,2013-01-30,20130130211818,,MALE,41.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
rz4bami39n,2013-12-17,20131217213651,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
k79ok8ca57,2013-09-20,20130920230325,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
ni32ai6li2,2013-12-23,20131223154020,,-unknown-,,basic,0,en,seo,bing,linked,Web,Windows Desktop,Firefox,NDF
diqy2mv916,2014-02-09,20140209201554,,FEMALE,19.0,facebook,0,en,content,google,omg,Web,iPad,Mobile Safari,NDF
gdlztbikpr,2013-09-23,20130923213443,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
t9ewytxbrq,2012-01-11,20120111041040,,FEMALE,31.0,facebook,3,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
w8s2uag7cy,2013-11-26,20131126030651,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
ptpnsgzc2n,2014-05-12,20140512210211,,MALE,64.0,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
7jb9bslwbq,2013-03-24,20130324180529,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
3lovl5j933,2014-01-06,20140106041723,,MALE,51.0,facebook,0,ja,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
hhat8r0wnd,2014-05-02,20140502165808,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
jqw0zduhtl,2014-04-16,20140416162826,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
x4ja61x3wi,2014-03-28,20140328164457,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
ftew7pa4uj,2014-06-21,20140621192721,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
d1h7autg5k,2014-04-24,20140424012450,,FEMALE,39.0,facebook,12,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
vdjxp25y8f,2014-06-11,20140611203042,,-unknown-,,basic,0,en,seo,google,product,Web,Mac Desktop,Chrome,NDF
xm0krxazf5,2011-11-20,20111120035608,,-unknown-,,basic,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
ri55b89b4s,2013-11-14,20131114190808,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPad,-unknown-,NDF
69tnm4mpks,2012-09-05,20120905040549,,MALE,34.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
juj6aoh1m7,2014-05-19,20140519172333,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
pnwq6udi62,2013-11-22,20131122111008,,MALE,38.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
y69q2mry0a,2013-03-19,20130319043322,,-unknown-,29.0,basic,0,en,direct,direct,product,Web,Android Phone,Android Browser,NDF
xnqu6izrmj,2012-07-24,20120724230335,,MALE,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
pva6eo1h8d,2010-11-12,20101112205803,,FEMALE,27.0,facebook,2,en,sem-non-brand,vast,untracked,Web,Mac Desktop,Safari,NDF
3laiwbtuc9,2014-05-17,20140517015653,,MALE,41.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF
nzuql7wmk1,2014-06-26,20140626062224,,-unknown-,29.0,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
fgnq1hcayg,2014-03-26,20140326052401,,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,NDF
r4ywll4fda,2014-03-16,20140316040939,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
z13dk5ax04,2014-02-03,20140203002729,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
bl0rss12no,2013-11-23,20131123232828,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
5c8pwhn3ew,2014-03-10,20140310045121,,FEMALE,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
tkegs1tbul,2012-11-11,20121111220708,,MALE,29.0,basic,0,en,other,other,linked,Web,Android Phone,Android Browser,NDF
ljb0uxc8tr,2013-10-16,20131016063858,,FEMALE,36.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
my4x9wb7s6,2013-07-17,20130717212435,,MALE,32.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
kihyc616a1,2014-06-30,20140630191637,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
tijkzp3lpl,2013-07-13,20130713033552,,-unknown-,,basic,24,en,direct,direct,,Moweb,Other/Unknown,-unknown-,NDF
cr1e41ycy5,2014-05-31,20140531214117,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
asqx0oanha,2013-03-30,20130330023644,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
7qj70sdxk7,2014-01-18,20140118184125,,-unknown-,,basic,0,en,content,google,omg,Web,Windows Desktop,Chrome,NDF
llrrv3hr01,2013-01-29,20130129160410,,FEMALE,58.0,basic,0,en,other,facebook-open-graph,untracked,Web,Windows Desktop,IE,NDF
gu9bp39c89,2014-04-22,20140422232403,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
2uwhe4jlhw,2014-06-27,20140627214939,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPad,-unknown-,NDF
tocyi2jy9q,2012-04-12,20120412054200,,FEMALE,45.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
z64guvao27,2012-06-04,20120604215725,,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
dvs1exo4ja,2014-04-07,20140407232321,,FEMALE,32.0,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
8ejjrrpows,2014-06-12,20140612012945,,-unknown-,,basic,24,en,direct,direct,untracked,Moweb,Android Phone,Android Browser,NDF
1z4i1s67si,2012-07-30,20120730165613,,FEMALE,2014.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
gvtb6t6eq9,2014-02-10,20140210093841,,MALE,23.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
8n40cyrrxv,2013-05-30,20130530154230,,FEMALE,64.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
odiijuzh49,2013-06-13,20130613155234,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
rwehiqbwdj,2013-06-13,20130613074642,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
u1nmjhtzyv,2013-02-03,20130203045728,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
ofxvemyd32,2013-10-04,20131004215314,,MALE,36.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
p4rzfvm5pj,2013-01-22,20130122072029,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
cfj1fcfmb0,2013-12-06,20131206034351,,FEMALE,64.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
tb73d8mjk1,2012-05-16,20120516073905,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
uwuxqvgwwb,2014-04-07,20140407153727,,FEMALE,25.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
yuz3e387fr,2014-06-29,20140629223758,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,NDF
ppgrbhc4fs,2014-03-22,20140322234216,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
wo4678we32,2014-03-17,20140317141417,,MALE,29.0,facebook,12,en,api,other,untracked,iOS,Mac Desktop,Safari,NDF
xmcacn81xq,2012-08-22,20120822194031,,-unknown-,,basic,12,en,api,other,tracked-other,Web,Mac Desktop,Safari,NDF
658j5ykx4s,2013-11-27,20131127093235,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
2k3v5td17h,2013-09-05,20130905050928,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
177mui7h31,2013-03-08,20130308171432,,FEMALE,43.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
e44qx64eaa,2013-11-20,20131120220703,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
lmqyujrzhd,2014-06-23,20140623031718,,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
cfrd7lmx6l,2013-06-15,20130615052529,,MALE,28.0,basic,0,en,direct,direct,untracked,Web,Desktop (Other),Chrome,NDF
l26anzihwi,2013-02-02,20130202071148,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
46mrqkxdkt,2014-02-13,20140213173318,,-unknown-,,basic,0,en,content,google,omg,Web,Windows Desktop,Chrome,NDF
r7w8vvibgw,2013-11-22,20131122205029,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
7cne0qbgbi,2013-03-30,20130330080330,,MALE,31.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
5f3ht4lxbg,2014-06-18,20140618200052,,FEMALE,35.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
1wcher9u2s,2012-05-18,20120518053057,,MALE,43.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
42fumebanh,2011-09-28,20110928164222,,FEMALE,58.0,basic,2,en,seo,google,untracked,Web,iPhone,Mobile Safari,NDF
uv4otx6tom,2012-09-16,20120916233531,,MALE,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
y6rl472xc6,2014-02-05,20140205165457,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
xk3v6lfeqw,2014-03-15,20140315063129,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
epsmtby7j9,2014-06-26,20140626051006,,FEMALE,65.0,facebook,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,NDF
5ssggjoc2s,2013-08-21,20130821212759,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
c30alqi49o,2013-11-06,20131106083259,,MALE,20.0,facebook,0,de,content,google,omg,Web,Windows Desktop,Chrome,NDF
38jidskx52,2013-04-19,20130419155122,,FEMALE,38.0,facebook,0,en,other,facebook-open-graph,tracked-other,Web,Windows Desktop,Firefox,NDF
bvou5h5mt8,2013-06-19,20130619022719,,-unknown-,,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
ww1saieten,2013-06-18,20130618020200,,MALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
3ij2ca7tv7,2014-06-13,20140613204723,,-unknown-,,basic,0,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
hdva46yvdf,2014-04-23,20140423023632,,FEMALE,56.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,NDF
yi1dur07s2,2014-05-12,20140512164116,,FEMALE,64.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
5wfe5bsnqw,2013-12-05,20131205233909,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
ont5qji294,2012-03-22,20120322084307,,FEMALE,25.0,facebook,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,NDF
nm6zl628fw,2014-04-20,20140420234700,,-unknown-,,basic,8,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
f01gf58884,2013-10-07,20131007062731,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
fzm5linos4,2014-02-13,20140213104146,,MALE,50.0,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
1f68nvugg2,2013-03-04,20130304181750,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
j2dzaxvoz9,2014-05-14,20140514123407,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
ie4wf78qd0,2012-08-27,20120827175244,,FEMALE,60.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
9bdhy2gsf4,2014-05-14,20140514193022,,-unknown-,,basic,0,en,sem-brand,bing,omg,Web,Windows Desktop,Firefox,NDF
8irmzl1vuq,2013-03-24,20130324181059,,MALE,49.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
fz9opgbswj,2013-12-03,20131203154125,,FEMALE,29.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF
ac2abba2gw,2010-12-11,20101211003700,,FEMALE,27.0,facebook,2,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
9gm67bzcx4,2013-08-24,20130824021216,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
kb2imear2z,2012-02-25,20120225033157,,FEMALE,26.0,facebook,0,it,direct,direct,,Web,Other/Unknown,-unknown-,NDF
w0k4cnx4ae,2014-03-18,20140318222302,,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF
ux8s4c4wnq,2014-04-03,20140403225853,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
aivc8kdvfx,2012-12-13,20121213165936,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
uadfa8cfpl,2014-06-01,20140601234037,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
bdp6j1g9p0,2012-07-21,20120721233524,,MALE,,facebook,12,es,api,other,linked,Web,Mac Desktop,Safari,NDF
7nnj1ykdki,2014-03-04,20140304231655,,FEMALE,,facebook,12,en,api,other,omg,Moweb,Mac Desktop,Safari,NDF
rjjnr928vo,2013-05-02,20130502023217,,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
8cty7q1hmj,2013-03-11,20130311181526,,MALE,43.0,facebook,0,en,content,facebook,omg,Web,Windows Desktop,IE,NDF
tesqrgsbki,2013-07-10,20130710233234,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
3zjyke5oxk,2010-10-22,20101022001248,,-unknown-,46.0,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
via1mp6t3n,2013-06-06,20130606212613,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
i5jppw4x6a,2013-04-29,20130429210350,,FEMALE,48.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
kv0rt9ndfi,2014-06-16,20140616140241,,FEMALE,34.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,NDF
ubmjwjg57a,2014-03-08,20140308033019,,MALE,39.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Chrome,NDF
mnt0tpvzk8,2012-09-15,20120915214413,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
zpcgnwblv8,2014-04-29,20140429075339,,MALE,38.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF
h4242dgtpk,2013-12-22,20131222181500,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
4ljajsovqh,2014-05-04,20140504220752,,-unknown-,,basic,0,en,direct,direct,product,Web,Mac Desktop,Safari,NDF
tavjek52u4,2012-07-31,20120731175643,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
qpkpl18dx7,2014-06-24,20140624053857,,FEMALE,24.0,facebook,25,en,direct,direct,linked,iOS,iPhone,Mobile Safari,NDF
7vxli6y9v5,2014-02-16,20140216040838,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
vp7s03j9mo,2013-03-28,20130328110919,,FEMALE,21.0,basic,0,da,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
q6e0tgi6da,2013-09-21,20130921195107,,-unknown-,,basic,0,en,seo,facebook,linked,Web,Mac Desktop,Firefox,NDF
p6e3pxb5ul,2013-11-12,20131112033558,,MALE,41.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
3bz7cwf1xe,2014-03-13,20140313042425,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
u6iyc6wp50,2014-06-06,20140606155011,,-unknown-,,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,NDF
zvu4iv286b,2014-02-15,20140215191542,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
uyobwrcwfw,2013-07-07,20130707174843,,FEMALE,45.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
eww4n88x3z,2013-01-16,20130116222718,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
u5p5naz20y,2014-03-26,20140326221023,,FEMALE,43.0,basic,0,en,seo,facebook,tracked-other,Web,Windows Desktop,IE,NDF
61e19sg17q,2014-06-20,20140620204150,,FEMALE,50.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
60pv8eh2py,2012-03-15,20120315190900,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
jluu5qcwhg,2014-06-30,20140630221631,,-unknown-,19.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
pkrzdtt7ra,2013-11-21,20131121210559,,-unknown-,,basic,0,en,seo,facebook,linked,Web,Windows Desktop,Firefox,NDF
sz8ftj8srk,2013-05-29,20130529230651,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
8undroktw9,2013-06-11,20130611051014,,MALE,47.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
k64rqkaj5c,2013-04-07,20130407031340,,FEMALE,54.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
0pegxgyjk5,2013-12-07,20131207214856,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
vtcxo8tugl,2013-08-23,20130823203448,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
czzreq5fmf,2014-02-04,20140204065218,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
bkp9xh99kf,2014-04-03,20140403092857,,FEMALE,25.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
873d0jlr8h,2013-09-24,20130924185641,,-unknown-,,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,NDF
6lzruny0o2,2014-01-15,20140115223250,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF
u6u66rk68v,2013-08-15,20130815171233,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
ztjkgb2q6n,2012-07-26,20120726182524,,FEMALE,,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,NDF
s72nl1pvdi,2014-05-20,20140520070714,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
mns07vbj5a,2014-02-23,20140223221757,,FEMALE,23.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
llrufu5pkr,2012-06-24,20120624051336,,FEMALE,36.0,basic,8,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
xhbjoucnzk,2013-02-03,20130203201000,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
8xmoosc733,2013-12-01,20131201204905,,-unknown-,,basic,0,de,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
77f0fripl3,2012-01-17,20120117015337,,FEMALE,40.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
de8qwjsfqf,2012-12-19,20121219205914,,MALE,38.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Firefox,NDF
dwcknx979z,2014-05-31,20140531173556,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
y2brtzk9zi,2014-01-01,20140101225005,,-unknown-,,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
n197qno0xz,2013-10-04,20131004070308,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
etxggjekuz,2014-05-19,20140519231858,,FEMALE,41.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
0y5mho4u1n,2013-03-13,20130313033104,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
ker5v8fxw4,2014-03-19,20140319013704,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
77em20tndo,2014-01-24,20140124203538,,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,NDF
1zkbb7c3nc,2014-01-14,20140114205150,,FEMALE,23.0,facebook,0,en,seo,facebook,linked,Web,iPad,Mobile Safari,NDF
jow9mrgkcd,2012-02-25,20120225213323,,-unknown-,,basic,1,en,content,facebook,,Web,Other/Unknown,-unknown-,NDF
8p2flt67xb,2011-10-10,20111010040517,,FEMALE,36.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
b788zr0fic,2013-01-15,20130115020829,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
nz2gegpjl0,2014-03-22,20140322193402,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
tf63i4ulks,2012-06-07,20120607212455,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
qn4urcg8j3,2013-06-12,20130612222004,,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
u6m7m6kznj,2011-08-21,20110821022643,,FEMALE,37.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
4pvhcedt3m,2014-03-24,20140324141211,,MALE,49.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Firefox,NDF
